region,zone,woreda,adm3_pcode,adm3_en,adm1_en,adm2_en,score,method,needs_review
Amhara,Debre Tabor City,Debre Tabor Specialized Hospital,ET030210,Debre Tabor town,Amhara,South Gondar,1,key,FALSE
Amhara,Debre Tabor City,Debre Tabor Town,ET030210,Debre Tabor town,Amhara,South Gondar,1,key,FALSE
Amhara,Dessie City,Bati General Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,Boru Meda General Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,Dessie Specialized Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,Dessie Town,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,Ethio General Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,Selam General Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,Dessie City,W/ro Sihin General Hospital,ET030418,Dessie town,Amhara,South Wello,1,key,FALSE
Amhara,East Gojjam,Aneded,ET030617,Aneded,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Awabel,ET030612,Awabel,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Baso Liben,ET030611,Baso Liben,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Bibugn,ET030601,Bibugn,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Debay,ET030607,Debay Telatgen,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Debre Elias,ET030608,Debre Elias,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Dejen,ET030613,Dejen,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Enarj Enawga,ET030605,Enarj Enawga,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Enebisie Sar Midir,ET030604,Enebse Sarmder,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Enemay,ET030606,Enemay,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Goncha,ET030603,Goncha Siso Enebse,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Gozamen,ET030610,Guzamn,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Hulet Eju Enese,ET030602,Hulet Ej Enese,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Machakel,ET030609,Michakel,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Motta Town,ET030694,Mota Town,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Sedie,ET030619,Sedae,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Shebel Berenta,ET030614,Shebel Bernta,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Shegaw Motta General Hospital,ET030694,Mota Town,Amhara,East Gojam,1,key,FALSE
Amhara,East Gojjam,Sinan,ET030616,Senan,Amhara,East Gojam,1,key,FALSE
Amhara,Gondar City,Ayra General Hospital,ET031118,Gondar town,Amhara,Central Gondar,1,key,FALSE
Amhara,Gondar City,Gondar Town,ET031118,Gondar town,Amhara,Central Gondar,1,key,FALSE
Amhara,Gondar City,Gondar University Specialized Hospital,ET031118,Gondar town,Amhara,Central Gondar,1,key,FALSE
Amhara,Gondar City,Nour General Hospital,ET031118,Gondar town,Amhara,Central Gondar,1,key,FALSE
Amhara,Kombolcha City,Kombolcha General Hospital,ET030417,Kombolcha town,Amhara,South Wello,1,key,FALSE
Amhara,Kombolcha City,Kombolcha Town,ET030417,Kombolcha town,Amhara,South Wello,1,key,FALSE
Amhara,North Gojjam,Bahir Dar Zuria,ET030702,Bahirdar Zuria,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,Gonji Kolela,ET030718,Gonje,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,North Achefer,ET030701,Semen Achefer,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,North Mecha,ET030704,Mecha,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,South Achefer,ET030713,Debub Achefer,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,South Mecha,ET030715,Debub Mecha,Amhara,West Gojam,1,key,FALSE
Amhara,North Gojjam,Yilmana Densa,ET030703,Yilmana Densa,Amhara,West Gojam,1,key,FALSE
Amhara,North Gondar,Adi'Arkay,ET030101,Addi Arekay,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Beyeda,ET030102,Beyeda,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Dabat,ET030105,Dabat,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Debark General Hospital,ET030198,Debark town,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Debark Town,ET030198,Debark town,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Debark Zuria,ET030104,Debark,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,East Telemt,ET010106,Tselemti,Tigray,North Western,1,key,FALSE
Amhara,North Gondar,Janamora,ET030103,Janamora,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,Mytsebry Town,ET010116,May Tsebri town,Tigray,North Western,1,key,FALSE
Amhara,North Gondar,Telemt,ET030119,Telemt,Amhara,North Gondar,1,key,FALSE
Amhara,North Gondar,West Telemt,ET010106,Tselemti,Tigray,North Western,1,key,FALSE
Amhara,North Shewa,Angolela,ET030513,Angolelana Tera,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Ankober,ET030515,Ankober,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Antsokia,ET030507,Antsokiya,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Asagirt,ET030514,Assagirt,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Baso Worana,ET030519,Basona Worena,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Berehet,ET030517,Berehet,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Efrata Gidim,ET030508,Eferatana Gidem,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Enat General Hospital,ET030502,Merhabete,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Ensaro,ET030503,Ensaro,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Gishe,ET030506,Gishe Rabel,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Hagere Mariam,ET030516,Hagere Mariam,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Kewot,ET030512,Kewet,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Mehal Meda General Hospital,ET030505,Menze Gera Midir,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Menz Giera,ET030505,Menze Gera Midir,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Menz Keya,ET030521,Menze Keya Gabriel,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Menz Lalo,ET030522,Menze Lalo Midir,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Menz Mama,ET030509,Menze Mama Midir,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Merhabete,ET030502,Merhabete,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Mida Woremo,ET030501,Mida Woremo,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Minjar Shenkora,ET030518,Minjar Shenkora,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Mojana Wedera,ET030511,Mojan Wedera,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Moretna Jiru,ET030504,Moretna Jiru,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Shewa Robit Town,ET030595,Shoa Robit,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Siyadebrina Wayu,ET030523,Siya Debirna Wayu,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Shewa,Tarmaber,ET030510,Tarema Ber,Amhara,North Shewa (AM),1,key,FALSE
Amhara,North Wollo,Alamata General Hospital,ET010411,Alamata town,Tigray,Southern,1,key,FALSE
Amhara,North Wollo,Alamata town,ET010411,Alamata town,Tigray,Southern,1,key,FALSE
Amhara,North Wollo,Angot,ET030313,Angot,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Bugna,ET030301,Bugna,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Dawunt,ET030311,Dawunt,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Gazo,ET030312,Gazo,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Gidan,ET030303,Gidan,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Gubalaftu,ET030307,Guba Lafto,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Habru,ET030308,Habru,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Kobo Town,ET030399,Kobo town,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Lalibela General Hospital,ET030398,Lalibela town,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Lalibela Town,ET030398,Lalibela town,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Lasta,ET030310,Lasta,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Mekiet,ET030304,Meket,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Raya Alamata,ET010407,Raya Alamata,Tigray,Southern,1,key,FALSE
Amhara,North Wollo,Raya Bala,ET010406,Raya Azebo,Tigray,Southern,1,key,FALSE
Amhara,North Wollo,Raya Kobo,ET030302,Raya Kobo,Amhara,North Wello,1,key,FALSE
Amhara,North Wollo,Wadila,ET030305,Wadla,Amhara,North Wello,1,key,FALSE
Amhara,Oromo Special Zone,Artuma Fursi,ET031004,Artuma Fursi,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Bati Town,ET031099,Bati Town,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Bati Wereda,ET031002,Bati,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Dawa Chefa,ET031001,Dewa Cheffa,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Dawa Harewa,ET031005,Dewa Harewa,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Heal Africa General Hospital,ET031006,Kemisie town,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Jile Timuga,ET031003,Jilye Tumuga,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Kemise General Hospital,ET031006,Kemisie town,Amhara,Oromia,1,key,FALSE
Amhara,Oromo Special Zone,Kemise Town,ET031006,Kemisie town,Amhara,Oromia,1,key,FALSE
Amhara,South Gondar,Andabiet,ET030211,Andabet/ West Esite,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Dera,ET030209,Dera (AM),Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Ebinat,ET030201,Ebenat,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Estie,ET030208,East Esite,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Farta,ET030204,Farta,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Fogera,ET030203,Fogera,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Guna Begemider,ET030212,Guna Begemider,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Lay Gayint,ET030205,Lay Gayint,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Libokemkem,ET030202,Libokemekem,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Meqetewa,ET030213,Mena Meketewa,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Sedie Muja,ET030214,Sede Muja,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Simada,ET030207,Semada,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Tach Gayint,ET030206,Tach Gayint,Amhara,South Gondar,1,key,FALSE
Amhara,South Gondar,Woreta Town,ET030293,Woreta town,Amhara,South Gondar,1,key,FALSE
Amhara,South Wollo,Akesta General Hospital,ET030410,Legambo,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Albuko,ET030408,Albuko,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Ambassel,ET030404,Ambasel,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Argoba,ET020306,Arguba,Afar,Gabi /Zone 3,1,key,FALSE
Amhara,South Wollo,Borena,ET030412,Borena /Debresina,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Delanta,ET030406,Delanta,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Dessie Zuria,ET030409,Dessie Zuria,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Jamma,ET030414,Jama,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Kallu,ET030407,Kalu,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Kellala,ET030413,Kelela,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Kutaber,ET030403,Kutaber,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Legambo,ET030410,Legambo,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Legehida,ET030420,Legehida,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Mehal Sayint,ET030419,Mehal Sayint,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Mekane Selam General Hospital,ET030412,Borena /Debresina,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Mekdella,ET030421,Mekdela,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Sayint,ET030411,Sayint,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Tehulederie,ET030405,Thehulederie,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Tenta,ET030402,Tenta,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Wogdi,ET030416,Wegde,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Worebabo,ET030422,Worebabu,Amhara,South Wello,1,key,FALSE
Amhara,South Wollo,Woreillu,ET030415,Were Ilu,Amhara,South Wello,1,key,FALSE
Amhara,Wag Hemra,Abergelie,ET030805,Abergele (AM),Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Dehana,ET030803,Dehana,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Gazgibla,ET030804,Gaz Gibla,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Korem General Hospital,ET010410,Korem town,Tigray,Southern,1,key,FALSE
Amhara,Wag Hemra,Korem Town,ET010410,Korem town,Tigray,Southern,1,key,FALSE
Amhara,Wag Hemra,Sahala,ET030806,Sahila,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Sekota Town,ET030807,Sekota town,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Sekota Zuria,ET030802,Sekota,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Tefera Hailu General Hospital,ET030807,Sekota town,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Tsagibji,ET030808,Tsagbeji,Amhara,Wag Hamra,1,key,FALSE
Amhara,Wag Hemra,Wofla,ET010408,Ofla,Tigray,Southern,1,key,FALSE
Amhara,Wag Hemra,Zata,ET010413,Zata,Tigray,Southern,1,key,FALSE
Amhara,Wag Hemra,Ziquala,ET030801,Zequala,Amhara,Wag Hamra,1,key,FALSE
Amhara,West Gojjam,Bure Town,ET030798,Bure town,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Bure Zuria,ET030710,Bure (AM),Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Dega Damot,ET030707,Dega Damot,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Dembecha,ET030708,Dembecha,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Finote Selam General Hospital,ET030714,Finote Selam town,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Finote Selam Town,ET030714,Finote Selam town,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Jabi Tehnan,ET030709,Jabi Tehnan,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Quarit,ET030706,Quarit,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Sekela,ET030705,Sekela,Amhara,West Gojam,1,key,FALSE
Amhara,West Gojjam,Womberma,ET030711,Wemberma,Amhara,West Gojam,1,key,FALSE
Amhara,West Gondar,Adagn Ager Chako,ET031205,Adagn Ager Chaqo,Amhara,West Gondar,1,key,FALSE
Amhara,West Gondar,Genda Wuha Town,ET031292,Gendawuha town,Amhara,West Gondar,1,key,FALSE
Amhara,West Gondar,Metema,ET031213,Metema,Amhara,West Gondar,1,key,FALSE
Amhara,West Gondar,Metema General Hospital,ET031213,Metema,Amhara,West Gondar,1,key,FALSE
Amhara,West Gondar,Quara,ET031214,Quara,Amhara,West Gondar,1,key,FALSE
Amhara,West Gondar,West Armachiho,ET031206,Mirab Armacho,Amhara,West Gondar,1,key,FALSE
Amhara,Woldia City,Woldia Specialized Hospital,ET030309,Woldiya town,Amhara,North Wello,1,key,FALSE
Amhara,Woldia City,Woldia Town,ET030309,Woldiya town,Amhara,North Wello,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Awura,ET010507,Awra (TG),Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Dansha,ET010506,Dansha town,Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Humera General Hospital,ET010501,Kafta Humera,Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Kafta Humera,ET010501,Kafta Humera,Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Setit Humera,ET010504,Setit Humera,Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Tegedie,ET010503,Tsegede (TG),Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Wolkait,ET010502,Welkait,Tigray,Western,1,key,FALSE
Amhara,Wolkait Tegedie Setit Humera,Woynat General Hospital,ET010502,Welkait,Tigray,Western,1,key,FALSE
Benishangul Gumuz,Assosa,Abrehamo,ET060303,Assosa,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Assosa Town,ET060309,Assosa town Administration,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Bambasi,ET060305,Bambasi,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Bildigilu,ET060306,Bilidigilu,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Homosha,ET060307,Homosha,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Kurmuk,ET060302,Kurmuk,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Menge,ET060301,Menge,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Oura,ET060303,Assosa,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Sherkole,ET060304,Sherkole,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Assosa,Undulu,ET060308,Undulu,Benishangul Gumz,Assosa,1,key,FALSE
Benishangul Gumuz,Kamashi,Dambe,ET060403,Kamashi,Benishangul Gumz,Kamashi,1,key,FALSE
Benishangul Gumuz,Kamashi,Kamashi,ET060403,Kamashi,Benishangul Gumz,Kamashi,1,key,FALSE
Benishangul Gumuz,Kamashi,Mizhiga,ET060405,Mizyiga,Benishangul Gumz,Kamashi,1,key,FALSE
Benishangul Gumuz,Kamashi,Sedal,ET060402,Sedal,Benishangul Gumz,Kamashi,1,key,FALSE
Benishangul Gumuz,Kamashi,Zayi,ET060400,Kamashi town,Benishangul Gumz,Kamashi,1,key,FALSE
Benishangul Gumuz,Maokomo special Woreda,Maokomo,ET060508,Maokomo Special,Benishangul Gumz,Mao Komo Special,1,key,FALSE
Benishangul Gumuz,Metekal,Bullen,ET060207,Bulen,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Dangur,ET060201,Dangur,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Dibate,ET060205,Dibate,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Guba,ET060202,Guba,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Mandura,ET060204,Mandura,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Pawe,ET060206,Pawe,Benishangul Gumz,Metekel,1,key,FALSE
Benishangul Gumuz,Metekal,Wonbera,ET060203,Wembera,Benishangul Gumz,Metekel,1,override,FALSE
Central Ethiopia,Gurage,Abeshge,ET070102,Abeshege,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Agena town,ET070103,Ezha,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Arekit  town,ET070109,Gumer,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Cheha,ET070110,Cheha,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Emdiber town,ET070116,Emdebir town,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Enidguagn,ET070108,Endiguagn,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Enor,ET070120,Enor Ener,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Enor Ener Meger,ET070120,Enor Ener,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Ezha,ET070103,Ezha,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Gedebano Gutazer Wolene,ET070104,Gedebano Gutazer Welene,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Geta,ET070113,Geta,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Gumer,ET070109,Gumer,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Gunchire town,ET070111,Enemor Ener,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Mihur Aklil,ET070112,Muhur Na Aklil,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Gurage,Welkite Town Ad.,ET070114,Welkite town,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Hadiya,Ameka,ET070215,Ameka,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Anne Lemo  WoHO,ET070208,Analemmo,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Bonosha Town,ET072006,Sankura,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Hadiya,Duna  WoHO,ET070207,Duna,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,East Badwacho  WoHO,ET070205,Misrak Badawacho,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Fonko town,ET070208,Analemmo,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Gibe  WoHO,ET070210,Gibe,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Gimbichu Town,ET070213,Gimbichu town,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Gombora  WoHO,ET070202,Gombora,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Homecho town,ET070210,Gibe,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Hossana   taHO,ET070211,Hosaena town,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Jajura town,ET070214,Jajura town,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Lemo  WoHO,ET070203,Lemmo,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Mirab Soro  WoHO,ET070217,Mirab Soro,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Misha  WoHO,ET070201,Misha,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Shashago  WoHO,ET070204,Shashogo,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Shone  taHO,ET070212,Shone Town,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Siraro Badawacho,ET070216,Siraro Badawacho,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,Soro  WoHO,ET070206,Soro,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Hadiya,West Badewacho  WoHO,ET070209,Mirab Badowach,Central Ethiopia,Hadiya,1,key,FALSE
Central Ethiopia,Halaba,Atoti Ullo Woreda,ET071403,Atote Ulo,Central Ethiopia,Halaba,1,key,FALSE
Central Ethiopia,Halaba,Kulito town,ET071401,Kulito town,Central Ethiopia,Halaba,1,key,FALSE
Central Ethiopia,Halaba,Werra Dijo,ET071404,Wera Djo,Central Ethiopia,Halaba,1,key,FALSE
Central Ethiopia,Halaba,Werra Woreda,ET071402,Wera,Central Ethiopia,Halaba,1,key,FALSE
Central Ethiopia,Kebena,Kebena,ET070101,Kebena,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Kembata,Adilo WoHO,ET070309,Adilo,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Angecha TA,ET070302,Angacha,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Anigacha WoHO,ET070302,Angacha,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Damboya TA,ET070307,Damboya,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Demboya WoHO,ET070307,Damboya,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Doyogena TA,ET070306,Doyogena,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Doyogena WHO,ET070306,Doyogena,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Durame taHO,ET070308,Durame town,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Hadero Tunto Zuria  WoHO,ET070305,Hadero Tunto,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Hadero taHO,ET070312,Hadero town,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Kacha Birra WoHO,ET070304,Kacha Bira,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Kedida Gamela  WoHO,ET070303,Kediada Gambela,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Kembata,Sheshicho taHO,ET070310,Shinshincho town,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Mareko,Mareko,ET070107,Mareko,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Buee town,ET070117,Bui town,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Butajira Town Ad.,ET070115,Butajira town,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Debub Sodo,ET070119,Debub Sodo,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Enseno town,ET070118,Misrak Meskan,Central Ethiopia,Guraghe,1,key,FALSE
